ID_response,ID_study,tax_man,fd_ch_trt,tax_man_pres,tax_man_cnt,tax_man_cnt_unit,tax_man_biom,tax_man_biom_unit,tax_man_div,tax_man_div_unit,tax_resp,tax_resp_mn,tax_resp_sd,tax_resp_reps,tax_resp_cat,tax_resp_typ,tax_resp_unit,repeat_meas,n_add,p_add,other1_add,other2_add,lightman,n_rate,p_rate,other_rate,other2_rate,light_rate,other1_typ,other2_typ,elements,fert_unit,Source,note_resp
8105,JES066,.,1,.,.,.,.,.,.,.,Caulerpa cupressoides,1.36,0.61,10,biomass,carbon,mgC/g/hr,.,0,0,.,.,.,0,0,.,.,.,.,.,.,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8106,JES066,.,1,.,.,.,.,.,.,.,Caulerpa cupressoides,1.4,0.46,10,biomass,carbon,mgC/g/hr,.,1,0,.,.,.,160,0,.,.,.,.,.,NO,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8107,JES066,.,1,.,.,.,.,.,.,.,Caulerpa cupressoides,1.5,0.61,10,biomass,carbon,mgC/g/hr,.,0,1,.,.,.,0,16,.,.,.,.,.,P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8108,JES066,.,1,.,.,.,.,.,.,.,Caulerpa cupressoides,1.57,0.39,10,biomass,carbon,mgC/g/hr,.,1,1,.,.,.,160,16,.,.,.,.,.,NO P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8109,JES066,.,1,.,.,.,.,.,.,.,Thalassodendron ciliata,0.04,0.45,10,biomass,carbon,mgC/g/hr,.,0,0,.,.,.,0,0,.,.,.,.,.,.,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8110,JES066,.,1,.,.,.,.,.,.,.,Thalassodendron ciliata,0.01,0.35,10,biomass,carbon,mgC/g/hr,.,1,0,.,.,.,160,0,.,.,.,.,.,NO,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8111,JES066,.,1,.,.,.,.,.,.,.,Thalassodendron ciliata,0.06,0.34,10,biomass,carbon,mgC/g/hr,.,0,1,.,.,.,0,16,.,.,.,.,.,P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8112,JES066,.,1,.,.,.,.,.,.,.,Thalassodendron ciliata,0.04,0.16,10,biomass,carbon,mgC/g/hr,.,1,1,.,.,.,160,16,.,.,.,.,.,NO P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8113,JES066,.,1,.,.,.,.,.,.,.,Avrainvillea sp.,1.9,0.53,10,biomass,carbon,mgC/g/hr,.,0,0,.,.,.,0,0,.,.,.,.,.,.,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8114,JES066,.,1,.,.,.,.,.,.,.,Avrainvillea sp.,1.55,0.54,10,biomass,carbon,mgC/g/hr,.,1,0,.,.,.,160,0,.,.,.,.,.,NO,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8115,JES066,.,1,.,.,.,.,.,.,.,Avrainvillea sp.,1.6,0.46,10,biomass,carbon,mgC/g/hr,.,0,1,.,.,.,0,16,.,.,.,.,.,P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8116,JES066,.,1,.,.,.,.,.,.,.,Avrainvillea sp.,1.95,0.31,10,biomass,carbon,mgC/g/hr,.,1,1,.,.,.,160,16,.,.,.,.,.,NO P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8117,JES066,.,1,.,.,.,.,.,.,.,Halimeda macroloba,1.42,0.64,10,biomass,carbon,mgC/g/hr,.,0,0,.,.,.,0,0,.,.,.,.,.,.,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8118,JES066,.,1,.,.,.,.,.,.,.,Halimeda macroloba,1.46,0.69,10,biomass,carbon,mgC/g/hr,.,1,0,.,.,.,160,0,.,.,.,.,.,NO,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8119,JES066,.,1,.,.,.,.,.,.,.,Halimeda macroloba,1.55,0.58,10,biomass,carbon,mgC/g/hr,.,0,1,.,.,.,0,16,.,.,.,.,.,P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8120,JES066,.,1,.,.,.,.,.,.,.,Halimeda macroloba,1.45,0.31,10,biomass,carbon,mgC/g/hr,.,1,1,.,.,.,160,16,.,.,.,.,.,NO P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8121,JES066,.,1,.,.,.,.,.,.,.,Lobophora variegata,3.03,0.7,10,biomass,carbon,mgC/g/hr,.,0,0,.,.,.,0,0,.,.,.,.,.,.,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8122,JES066,.,1,.,.,.,.,.,.,.,Lobophora variegata,3.07,0.52,10,biomass,carbon,mgC/g/hr,.,1,0,.,.,.,160,0,.,.,.,.,.,NO,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8123,JES066,.,1,.,.,.,.,.,.,.,Lobophora variegata,2.93,0.52,10,biomass,carbon,mgC/g/hr,.,0,1,.,.,.,0,16,.,.,.,.,.,P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8124,JES066,.,1,.,.,.,.,.,.,.,Lobophora variegata,3.25,0.41,10,biomass,carbon,mgC/g/hr,.,1,1,.,.,.,160,16,.,.,.,.,.,NO P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8125,JES066,.,1,.,.,.,.,.,.,.,Halymenia,4.82,0.46,10,biomass,carbon,mgC/g/hr,.,0,0,.,.,.,0,0,.,.,.,.,.,.,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8126,JES066,.,1,.,.,.,.,.,.,.,Halymenia,5.2,0.87,10,biomass,carbon,mgC/g/hr,.,1,0,.,.,.,160,0,.,.,.,.,.,NO,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8127,JES066,.,1,.,.,.,.,.,.,.,Halymenia,6.28,0.86,10,biomass,carbon,mgC/g/hr,.,0,1,.,.,.,0,16,.,.,.,.,.,P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8128,JES066,.,1,.,.,.,.,.,.,.,Halymenia,4.64,0.86,10,biomass,carbon,mgC/g/hr,.,1,1,.,.,.,160,16,.,.,.,.,.,NO P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; high island group
8129,JES067,.,1,.,.,.,.,.,.,.,Rhipilia sp.,5.1,0.9,10,biomass,carbon,mgC/g/hr,.,0,0,.,.,.,0,0,.,.,.,.,.,.,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8130,JES067,.,1,.,.,.,.,.,.,.,Rhipilia sp.,5.1,0.9,10,biomass,carbon,mgC/g/hr,.,1,0,.,.,.,160,0,.,.,.,.,.,NO,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8131,JES067,.,1,.,.,.,.,.,.,.,Rhipilia sp.,8.12,1.78,10,biomass,carbon,mgC/g/hr,.,0,1,.,.,.,0,16,.,.,.,.,.,P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8132,JES067,.,1,.,.,.,.,.,.,.,Rhipilia sp.,5.86,1.33,10,biomass,carbon,mgC/g/hr,.,1,1,.,.,.,160,16,.,.,.,.,.,NO P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8133,JES067,.,1,.,.,.,.,.,.,.,Rhipilia orientalis,7.07,0.93,10,biomass,carbon,mgC/g/hr,.,0,0,.,.,.,0,0,.,.,.,.,.,.,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8134,JES067,.,1,.,.,.,.,.,.,.,Rhipilia orientalis,9.86,1.18,10,biomass,carbon,mgC/g/hr,.,1,0,.,.,.,160,0,.,.,.,.,.,NO,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8135,JES067,.,1,.,.,.,.,.,.,.,Rhipilia orientalis,5.28,0.69,10,biomass,carbon,mgC/g/hr,.,0,1,.,.,.,0,16,.,.,.,.,.,P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8136,JES067,.,1,.,.,.,.,.,.,.,Rhipilia orientalis,11.6,2,10,biomass,carbon,mgC/g/hr,.,1,1,.,.,.,160,16,.,.,.,.,.,NO P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8137,JES067,.,1,.,.,.,.,.,.,.,Halimeda micronesica,1.39,0.41,10,biomass,carbon,mgC/g/hr,.,0,0,.,.,.,0,0,.,.,.,.,.,.,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8138,JES067,.,1,.,.,.,.,.,.,.,Halimeda micronesica,1.51,0.74,10,biomass,carbon,mgC/g/hr,.,1,0,.,.,.,160,0,.,.,.,.,.,NO,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8139,JES067,.,1,.,.,.,.,.,.,.,Halimeda micronesica,3.19,0.75,10,biomass,carbon,mgC/g/hr,.,0,1,.,.,.,0,16,.,.,.,.,.,P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8140,JES067,.,1,.,.,.,.,.,.,.,Halimeda micronesica,1.51,0.63,10,biomass,carbon,mgC/g/hr,.,1,1,.,.,.,160,16,.,.,.,.,.,NO P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8141,JES067,.,1,.,.,.,.,.,.,.,Halimeda opuntia,3.26,0.93,10,biomass,carbon,mgC/g/hr,.,0,0,.,.,.,0,0,.,.,.,.,.,.,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8142,JES067,.,1,.,.,.,.,.,.,.,Halimeda opuntia,4.7,0.88,10,biomass,carbon,mgC/g/hr,.,1,0,.,.,.,160,0,.,.,.,.,.,NO,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8143,JES067,.,1,.,.,.,.,.,.,.,Halimeda opuntia,3.68,0.52,10,biomass,carbon,mgC/g/hr,.,0,1,.,.,.,0,16,.,.,.,.,.,P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8144,JES067,.,1,.,.,.,.,.,.,.,Halimeda opuntia,3.6,0.46,10,biomass,carbon,mgC/g/hr,.,1,1,.,.,.,160,16,.,.,.,.,.,NO P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8145,JES067,.,1,.,.,.,.,.,.,.,Udotea sp.,0.68,0.52,10,biomass,carbon,mgC/g/hr,.,0,0,.,.,.,0,0,.,.,.,.,.,.,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8146,JES067,.,1,.,.,.,.,.,.,.,Udotea sp.,0.65,0.41,10,biomass,carbon,mgC/g/hr,.,1,0,.,.,.,160,0,.,.,.,.,.,NO,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8147,JES067,.,1,.,.,.,.,.,.,.,Udotea sp.,1.86,0.82,10,biomass,carbon,mgC/g/hr,.,0,1,.,.,.,0,16,.,.,.,.,.,P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8148,JES067,.,1,.,.,.,.,.,.,.,Udotea sp.,0.7,0.5,10,biomass,carbon,mgC/g/hr,.,1,1,.,.,.,160,16,.,.,.,.,.,NO P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8149,JES067,.,1,.,.,.,.,.,.,.,Halimeda micronesica,0.73,0.6,10,biomass,carbon,mgC/g/hr,.,0,0,.,.,.,0,0,.,.,.,.,.,.,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8150,JES067,.,1,.,.,.,.,.,.,.,Halimeda micronesica,1.06,0.58,10,biomass,carbon,mgC/g/hr,.,1,0,.,.,.,160,0,.,.,.,.,.,NO,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8151,JES067,.,1,.,.,.,.,.,.,.,Halimeda micronesica,2.56,0.88,10,biomass,carbon,mgC/g/hr,.,0,1,.,.,.,0,16,.,.,.,.,.,P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8152,JES067,.,1,.,.,.,.,.,.,.,Halimeda micronesica,0.89,0.27,10,biomass,carbon,mgC/g/hr,.,1,1,.,.,.,160,16,.,.,.,.,.,NO P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8153,JES067,.,1,.,.,.,.,.,.,.,Udotea orientalis,1,0.59,10,biomass,carbon,mgC/g/hr,.,0,0,.,.,.,0,0,.,.,.,.,.,.,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8154,JES067,.,1,.,.,.,.,.,.,.,Udotea orientalis,2.3,0.82,10,biomass,carbon,mgC/g/hr,.,1,0,.,.,.,160,0,.,.,.,.,.,NO,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8155,JES067,.,1,.,.,.,.,.,.,.,Udotea orientalis,2.5,0.87,10,biomass,carbon,mgC/g/hr,.,0,1,.,.,.,0,16,.,.,.,.,.,P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8156,JES067,.,1,.,.,.,.,.,.,.,Udotea orientalis,2.23,0.47,10,biomass,carbon,mgC/g/hr,.,1,1,.,.,.,160,16,.,.,.,.,.,NO P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8157,JES067,.,1,.,.,.,.,.,.,.,Codium sp.,1.94,0.86,10,biomass,carbon,mgC/g/hr,.,0,0,.,.,.,0,0,.,.,.,.,.,.,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8158,JES067,.,1,.,.,.,.,.,.,.,Codium sp.,6.9,0.84,10,biomass,carbon,mgC/g/hr,.,1,0,.,.,.,160,0,.,.,.,.,.,NO,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8159,JES067,.,1,.,.,.,.,.,.,.,Codium sp.,4.24,0.46,10,biomass,carbon,mgC/g/hr,.,0,1,.,.,.,0,16,.,.,.,.,.,P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8160,JES067,.,1,.,.,.,.,.,.,.,Codium sp.,4.44,0.52,10,biomass,carbon,mgC/g/hr,.,1,1,.,.,.,160,16,.,.,.,.,.,NO P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8161,JES067,.,1,.,.,.,.,.,.,.,Avrainvillea sp.,1.59,0.64,10,biomass,carbon,mgC/g/hr,.,0,0,.,.,.,0,0,.,.,.,.,.,.,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8162,JES067,.,1,.,.,.,.,.,.,.,Avrainvillea sp.,3.88,1.27,10,biomass,carbon,mgC/g/hr,.,1,0,.,.,.,160,0,.,.,.,.,.,NO,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8163,JES067,.,1,.,.,.,.,.,.,.,Avrainvillea sp.,4.02,0.75,10,biomass,carbon,mgC/g/hr,.,0,1,.,.,.,0,16,.,.,.,.,.,P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8164,JES067,.,1,.,.,.,.,.,.,.,Avrainvillea sp.,5.95,1.1,10,biomass,carbon,mgC/g/hr,.,1,1,.,.,.,160,16,.,.,.,.,.,NO P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8165,JES067,.,1,.,.,.,.,.,.,.,Udotea argentea,3.09,0.81,10,biomass,carbon,mgC/g/hr,.,0,0,.,.,.,0,0,.,.,.,.,.,.,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8166,JES067,.,1,.,.,.,.,.,.,.,Udotea argentea,4.45,0.75,10,biomass,carbon,mgC/g/hr,.,1,0,.,.,.,160,0,.,.,.,.,.,NO,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8167,JES067,.,1,.,.,.,.,.,.,.,Udotea argentea,4.53,0.81,10,biomass,carbon,mgC/g/hr,.,0,1,.,.,.,0,16,.,.,.,.,.,P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8168,JES067,.,1,.,.,.,.,.,.,.,Udotea argentea,4.55,0.7,10,biomass,carbon,mgC/g/hr,.,1,1,.,.,.,160,16,.,.,.,.,.,NO P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8169,JES067,.,1,.,.,.,.,.,.,.,Udotea palmata,0.55,0.25,10,biomass,carbon,mgC/g/hr,.,0,0,.,.,.,0,0,.,.,.,.,.,.,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8170,JES067,.,1,.,.,.,.,.,.,.,Udotea palmata,0.98,0.62,10,biomass,carbon,mgC/g/hr,.,1,0,.,.,.,160,0,.,.,.,.,.,NO,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8171,JES067,.,1,.,.,.,.,.,.,.,Udotea palmata,2,0.4,10,biomass,carbon,mgC/g/hr,.,0,1,.,.,.,0,16,.,.,.,.,.,P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
8172,JES067,.,1,.,.,.,.,.,.,.,Udotea palmata,1.8,0.32,10,biomass,carbon,mgC/g/hr,.,1,1,.,.,.,160,16,.,.,.,.,.,NO P,micromoles,Fig 3,Nitrogen and Phosphorus factorial on numerous species of macroalgae; measured photosynthetic rates; high versus low island comparison; low island group
