Ref,PDF,Source,Site Name,Site Location,Ecoregion,Landmarks,Latitude,Latitude Converted,Latitude_GoogleEarth,Longitude_GoogleEarth,Chla_Instrument,Chla_Extraction,Chla_Acidification,Base,Substrate,Substrate Sub-category,NDS Category,NDS Sub-category,Orientation to surface,Starting Replicates,Days,Agar Percent,Nitrogen Molarity,Nitrogen Source,Phosphorus Molarity,Phosphorus Source,Design,Year,Season,Month,Order,Order Code,Catchment_km2,Stream Substrate,Substrate Code,Koppen 1st,Koppen full,Elevation_m,Depth_m,Velocity_m_sec,Slope_percent,Discharge_m3_sec,Turbidity_NTU,Primary Land Use,Secondary Land Use,Canopy_Percent,Canopy_Qual,Temp_C,pH,Cond_uS_cm,DO_mg_L,NH4_ug_L,NO3_ug_L,DIN_ug_L,TN_mg_L,SRP_ug_L,TP_ug_L,NO3_SRP_Ratio,Control_mean_mg_m2,Control SE,Control SD,Control Count,N_mean_mg_m2,N SE,N SD,Nitrogen Count,N Tstat,N Pval 1Tail,N Lim,N Pval 2Tail,N LRR Effect,N LRR Variance,P_mean_mg_m2,P SE,P SD,Phosphorus Count,P Tstat,P Pval 1Tail,P Lim,P Pval 2Tail,P LRR Effect,P LRR Variance,NP_mean_mg_m2,NP SE,NP SD,NP Count,NP Tstat,NP Pval 1Tail,NP Lim,NP Pval 2Tail,NP LRR,NP LRR Variance,Macroinverts Collected,Macroinverts Excluded,NDS Treatment,Independence Issues,Red Flags,Purpose,Notes,Page
Winterbourn 1990,Yes,Wiley ,Site 2 Winter,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,6,42,2,0.66,NaNO3,0.06,KH2PO4,,1988,Fall,March-April,NA,,0.04,,,C,Cfb,,,0.05,,,,Forest,,,Closed,8,,,,,,,,,,,4.1,2.9,7.103520254,6,,,,,,,,,,,,,,,,,,,,,43,10.1,24.7398464,6,-3.701908925,0.002047791,Yes,0.004095583,2.350213142,0.555467804,Yes,No,"Light, season",Yes,No,Effect of light and season on NDS and insects that colonize NDS; also had insecticide trt,Chlorophyll not corrected for phaeophyton,
Winterbourn 1990,Yes,Wiley ,Site 3 Winter,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,6,25,2,1.5,NaNO3,0.09,KH2PO4,,1987,Winter,Oct-Nov,NA,,0.04,,,C,Cfb,,,0.05,,,,Shrubs,,,Open,9.5,,,,,,,,,,,3.3,0.5,1.224744871,6,,,,,,,,,,,,,,,,,,,,,62.9,16.1,39.43678486,6,-3.700079478,0.002053979,Yes,0.004107958,2.947623695,0.088473307,Yes,No,"Light, season",Yes,No,Effect of light and season on NDS and insects that colonize NDS; also had insecticide trt,Chlorophyll not corrected for phaeophyton,
Winterbourn 1990,Yes,Wiley ,Site 1 Winter,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,6,28,2,1.5,NaNO3,0.09,KH2PO4,,1988,Spring,Oct-Nov,NA,,0.04,,,C,Cfb,,,0.05,,,,Forest,,,Closed,8.5,,,,,,,,,,,4,1,2.449489743,6,,,,,,,,,,,,,,,,,,,,,52.9,14.7,36.00749922,6,-3.318860129,0.003881187,Yes,0.007762375,2.582108978,0.139718849,Yes,No,"Light, season",Yes,No,Effect of light and season on NDS and insects that colonize NDS; also had insecticide trt,Chlorophyll not corrected for phaeophyton,
Winterbourn 1990,Yes,Wiley ,Site 3 Winter,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,6,13,2,1.5,NaNO3,0.09,KH2PO4,,1988,Spring,Nov,NA,,0.04,,,C,Cfb,,,0.05,,,,Shrubs,,,Open,9,,,,,,,,,,,1.9,1.3,3.184336666,6,,,,,,,,,,,,,,,,,,,,,15.9,5.6,13.71714256,6,-2.435243001,0.017566857,Yes,0.035133713,2.124465223,0.59218977,Yes,No,"Light, season",Yes,No,Effect of light and season on NDS and insects that colonize NDS; also had insecticide trt,Chlorophyll not corrected for phaeophyton,
Winterbourn 1990,Yes,Wiley ,Site 2 Winter,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,6,31,2,1.5,NaNO3,0.09,KH2PO4,,1988,Summer,Jan-Feb,NA,,0.04,,,C,Cfb,,,0.05,,,,Forest,,,Closed,11,,,,,,,,,,,8.5,3,7.348469228,6,,,,,,,,,,,,,,,,,,,,,35,11.5,28.16913204,6,-2.229726758,0.024932784,Yes,0.049865568,1.415281898,0.232526658,Yes,No,"Light, season",Yes,No,Effect of light and season on NDS and insects that colonize NDS; also had insecticide trt,Chlorophyll not corrected for phaeophyton,
Winterbourn 1990,Yes,Wiley ,Site 1 Winter,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,6,42,2,0.66,NaNO3,0.06,KH2PO4,,1988,Fall,March-April,NA,,0.04,,,C,Cfb,,,0.05,,,,Forest,,,Closed,8,,,,,,,,,,,6.7,1.4,3.42928564,6,,,,,,,,,,,,,,,,,,,,,49.2,27.9,68.34076382,6,-1.521383309,0.079567458,No,0.159134916,1.993786097,0.365234267,Yes,No,"Light, season",Yes,No,Effect of light and season on NDS and insects that colonize NDS; also had insecticide trt,Chlorophyll not corrected for phaeophyton,
Winterbourn 1990,Yes,Wiley ,Site 1 Winter,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,6,30,2,1.5,NaNO3,0.09,KH2PO4,,1988,Winter,June-July,NA,,0.04,,,C,Cfb,,,0.05,,,,Forest,,,Closed,5,,,,,,,,,,,5.8,0.5,1.224744871,6,,,,,,,,,,,,,,,,,,,,,3.1,2.5,6.123724357,6,1.05902713,0.157248617,No,0.314497234,-0.626455806,0.657795833,Yes,No,"Light, season",Yes,No,Effect of light and season on NDS and insects that colonize NDS; also had insecticide trt,Chlorophyll not corrected for phaeophyton,
Winterbourn 1990,Yes,Wiley ,Site 3 Winter,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,6,28,2,1.5,NaNO3,0.09,KH2PO4,,1988,Spring,Oct-Nov,NA,,0.04,,,C,Cfb,,,0.05,,,,Shrubs,,,Open,9,,,,,,,,,,,5,2.1,5.14392846,6,,,,,,,,,,,,,,,,,,,,,47.9,42.4,103.8583651,6,-1.010553741,0.168028206,No,0.336056412,2.259677592,0.959939123,Yes,No,"Light, season",Yes,No,Effect of light and season on NDS and insects that colonize NDS; also had insecticide trt,Chlorophyll not corrected for phaeophyton,
Winterbourn 1990,Yes,Wiley ,Site 2 Winter,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,6,30,2,1.5,NaNO3,0.09,KH2PO4,,1988,Winter,June-July,NA,,0.04,,,C,Cfb,,,0.05,,,,Forest,,,Closed,5,,,,,,,,,,,1.6,0.5,1.224744871,6,,,,,,,,,,,,,,,,,,,,,0.9,0.5,1.224744871,6,0.989949494,0.172773462,No,0.345546925,-0.575364145,0.406298225,Yes,No,"Light, season",Yes,No,Effect of light and season on NDS and insects that colonize NDS; also had insecticide trt,Chlorophyll not corrected for phaeophyton,
Winterbourn 1990,Yes,Wiley ,Site 2 Winter,New Zealand,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,6,32,2,0.66,NaNO3,0.51,KH2PO4,,1987,Winter,Aug-Sept,NA,,0.04,,,C,Cfb,,,0.05,,,,Forest,,,Closed,9.5,,,,,,,,,,,4.4,0.6,1.469693846,6,7.5,0.6,1.469693846,6,-3.653385035,0.002218688,Yes,0.004437376,0.53329848,0.024995041,8.3,1.5,3.674234614,6,-2.414039396,0.018215479,Yes,0.036430958,0.634650974,0.051255805,4.1,2.4,5.878775383,6,0.121267813,0.452940532,No,0.905881063,-0.070617567,0.361248224,Yes,No,"Light, season",Yes,No,Effect of light and season on NDS and insects that colonize NDS; also had insecticide trt,Chlorophyll not corrected for phaeophyton,
Winterbourn 1992,Yes,Web of Science,LI8,Britain,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,5,30,2,1,NaNO3,0.06,KH2PO4,,,Summer,August,NA,,,,,C,Cfb,,,,,,,Forest,,,Open,15,6.8,88,,,442.66,,,3.1,,,15.3,1.3,2.906888371,5,,,,,,,,,,,,,,,,,,,,,45.3,1.9,4.248529157,5,-13.03116728,5.71E-07,Yes,1.14E-06,1.085454204,0.008978628,Yes,No,pH by site,No,No,Effects of acidifcation and nutrient dynamics on algal growth in different regions,Chlorophyll not corrected for phaeophyton,
Winterbourn 1992,Yes,Web of Science,LI6,Britain,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,5,30,2,1,NaNO3,0.06,KH2PO4,,,Summer,August,NA,,,,,C,Cfb,,,,,,,Forest,,,Open,12.5,5.4,65,,,442.66,,,3.1,,,4.9,1.3,2.906888371,5,,,,,,,,,,,,,,,,,,,,,12.8,0.9,2.01246118,5,-4.996398703,0.000528787,Yes,0.001057574,0.960209966,0.075331186,Yes,No,pH by site,No,No,Effects of acidifcation and nutrient dynamics on algal growth in different regions,Chlorophyll not corrected for phaeophyton,
Winterbourn 1992,Yes,Web of Science,Broadstone Lower,Britain,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,5,30,2,1,NaNO3,0.06,KH2PO4,,,Summer,August,NA,,,,,C,Cfb,,,,,,,Forest,,,Open,15,6.9,131,,,9295.86,,,34,,,19.5,1.2,2.683281573,5,,,,,,,,,,,,,,,,,,,,,13.4,1.5,3.354101966,5,3.175533159,0.006542583,No,0.013085166,-0.375159759,0.016317613,Yes,No,pH by site,No,No,Effects of acidifcation and nutrient dynamics on algal growth in different regions,Chlorophyll not corrected for phaeophyton,
Winterbourn 1992,Yes,Web of Science,Hardknott Gill,Britain,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,5,30,2,1,NaNO3,0.06,KH2PO4,,,Summer,August,NA,,,,,C,Cfb,,,,,,,,,,,13.5,6.5,60,,,885.32,,,3.1,,,7.5,0.7,1.565247584,5,,,,,,,,,,,,,,,,,,,,,15.5,2.8,6.260990337,5,-2.771835715,0.012113964,Yes,0.024227929,0.725937003,0.041343785,Yes,No,pH by site,No,No,Effects of acidifcation and nutrient dynamics on algal growth in different regions,Chlorophyll not corrected for phaeophyton,
Winterbourn 1992,Yes,Web of Science,Beck b,Britain,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,5,30,2,1,NaNO3,0.06,KH2PO4,,,Summer,August,NA,,,,,C,Cfb,,,,,,,,,,,11,6.6,64,,,442.66,,,3.1,,,5.5,0.8,1.788854382,5,,,,,,,,,,,,,,,,,,,,,3.9,0.8,1.788854382,5,1.414213562,0.097507764,No,0.195015528,-0.343771539,0.063234605,Yes,No,pH by site,No,No,Effects of acidifcation and nutrient dynamics on algal growth in different regions,Chlorophyll not corrected for phaeophyton,
Winterbourn 1992,Yes,Web of Science,Broadstone Upper,Britain,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,5,30,2,1,NaNO3,0.06,KH2PO4,,,Summer,August,NA,,,,,C,Cfb,,,,,,,Forest,,,Open,15,5.9,106,,,1770.64,,,3.1,,,7.1,1.2,2.683281573,5,,,,,,,,,,,,,,,,,,,,,8,1.6,3.577708764,5,-0.45,0.33232703,No,0.66465406,0.119346758,0.068565761,Yes,No,pH by site,No,No,Effects of acidifcation and nutrient dynamics on algal growth in different regions,Chlorophyll not corrected for phaeophyton,
Winterbourn 1992,Yes,Web of Science,Mosedale Beck,Britain,NA,,,,,,NA,90% Acetone,Yes,Plastic cup,Mesh ,Mesh,Vial,Vial,Parallel,5,30,2,1,NaNO3,0.06,KH2PO4,,,Summer,August,NA,,,,,C,Cfb,,,,,,,,,,,9.5,5,47,,,885.32,,,3.1,,,1.3,0.8,1.788854382,5,,,,,,,,,,,,,,,,,,,,,1.7,0.6,1.341640786,5,-0.4,0.349812252,No,0.699624505,0.268263987,0.503265699,Yes,No,pH by site,No,No,Effects of acidifcation and nutrient dynamics on algal growth in different regions,Chlorophyll not corrected for phaeophyton,
Wold 1999,Yes,Web of Science 1st Searches,Knife,Minnesota,Northern Forests,Lake Superior ,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,6,21,,0.5,NaNO3,0.05,Na2HPO4,2 reps in 3 different spots,1994,Summer,August,2,Small,,"Cobble, Boulder, Sand, Gravel",Mixed,D,Dfb,,,,,0.13,,,,,,13.7,,,,8,9.5,,,5.9,,10.2,3.19,0.06,0.146969385,6,3.35,0.08,0.195959179,6,-1.600000001,0.070340879,No,0.140681757,0.048939429,0.000924053,3.61,0.09,0.220454077,6,-3.882901368,0.00152226,Yes,0.00304452,0.123686856,0.000975312,4.31,0.05,0.122474487,6,-14.34013053,2.69E-08,Yes,5.38E-08,0.300916987,0.000488352,No,No,Temporal dynamics,No,No,Temporal variation in nutrient limitation ,"Required NDS results to be 30 days apart for independence; recorded first nutrient, temperature, discharge measurement per appropriate month; DIN:SRP",
Wold 1999,Yes,Web of Science 1st Searches,Encampment,Minnesota,Northern Forests,Lake Superior ,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,6,21,,0.5,NaNO3,0.05,Na2HPO4,2 reps in 3 different spots,1994,Summer,August,2,Small,,"Cobble, Boulder, Sand, Gravel",Mixed,D,Dfb,,,,,0.03,,,,,,17.4,,,,2.2,23.9,,,10.4,,22.3,2.84,0.08,0.195959179,6,3.01,0.2,0.489897949,6,-0.789205187,0.224149643,No,0.448299286,0.058136027,0.005208456,3.46,0.07,0.171464282,6,-5.832469391,8.27E-05,Yes,0.000165494,0.197464537,0.001202795,4.43,0.09,0.220454077,6,-13.2042313,5.91E-08,Yes,1.18E-07,0.444595532,0.001206234,No,No,Temporal dynamics,No,No,Temporal variation in nutrient limitation ,"Required NDS results to be 30 days apart for independence; recorded first nutrient, temperature, discharge measurement per appropriate month; DIN:SRP",
Wold 1999,Yes,Web of Science 1st Searches,Encampment,Minnesota,Northern Forests,Lake Superior ,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,6,21,,0.5,NaNO3,0.05,Na2HPO4,2 reps in 3 different spots,1994,Summer,July,2,Small,,"Cobble, Boulder, Sand, Gravel",Mixed,D,Dfb,,,,,0.13,,,,,,16.9,,,,8.6,14.7,,,6.6,,7.3,3.88,0.06,0.146969385,6,4.19,0.08,0.195959179,6,-3.100000001,0.005625329,Yes,0.011250657,0.07686558,0.000603678,4.03,0.06,0.146969385,6,-1.767766948,0.053770632,No,0.107541263,0.037931222,0.000460795,4.63,0.06,0.146969385,6,-8.838834739,2.43E-06,Yes,4.87E-06,0.176721714,0.000407067,No,No,Temporal dynamics,No,No,Temporal variation in nutrient limitation ,"Required NDS results to be 30 days apart for independence; recorded first nutrient, temperature, discharge measurement per appropriate month; DIN:SRP",
Wold 1999,Yes,Web of Science 1st Searches,West Split Rock,Minnesota,Northern Forests,Lake Superior ,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,6,21,,0.5,NaNO3,0.05,Na2HPO4,2 reps in 3 different spots,1994,Summer,July,2,Small,,"Cobble, Boulder, Sand, Gravel",Mixed,D,Dfb,,,,,0.85,,,,,,17.5,,,,8.3,15.5,,,8.3,,7.1,3.7,0.07,0.171464282,6,4.06,0.07,0.171464282,6,-3.63654916,0.002281396,Yes,0.004562791,0.092850154,0.000655191,4.11,0.05,0.122474487,6,-4.76615319,0.000380725,Yes,0.00076145,0.105090209,0.000505924,4.43,0.06,0.146969385,6,-7.9179617,6.44E-06,Yes,1.29E-05,0.180066764,0.000541366,No,No,Temporal dynamics,No,No,Temporal variation in nutrient limitation ,"Required NDS results to be 30 days apart for independence; recorded first nutrient, temperature, discharge measurement per appropriate month; DIN:SRP",
Wold 1999,Yes,Web of Science 1st Searches,East Split Rock,Minnesota,Northern Forests,Lake Superior ,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,6,21,,0.5,NaNO3,0.05,Na2HPO4,2 reps in 3 different spots,1994,Summer,August,2,Small,,"Cobble, Boulder, Sand, Gravel",Mixed,D,Dfb,,,,,0.05,,,,,,18.2,,,,2.6,9.8,,,7.4,,4,3.11,0.11,0.269443872,6,3.3,0.13,0.318433667,6,-1.115718416,0.145317804,No,0.290635607,0.059299742,0.002802903,3.5,0.09,0.220454077,6,-2.744030422,0.010344568,Yes,0.020689135,0.118140242,0.001912245,4.51,0.14,0.342928564,6,-7.863183385,6.85E-06,Yes,1.37E-05,0.371674427,0.002214635,No,No,Temporal dynamics,No,No,Temporal variation in nutrient limitation ,"Required NDS results to be 30 days apart for independence; recorded first nutrient, temperature, discharge measurement per appropriate month; DIN:SRP",
Wold 1999,Yes,Web of Science 1st Searches,Stewart,Minnesota,Northern Forests,Lake Superior ,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,6,21,,0.5,NaNO3,0.05,Na2HPO4,2 reps in 3 different spots,1994,Summer,May,2,Small,,"Cobble, Boulder, Sand, Gravel",Mixed,D,Dfb,,,,,0.16,,,,,,13,,,,12.4,8.8,,,2.1,,10,1.91,0.11,0.269443872,6,2.38,0.25,0.612372436,6,-1.72079226,0.0580121,No,0.1160242,0.219997246,0.01435062,2.22,0.26,0.636867333,6,-1.098076338,0.148953189,No,0.297906379,0.150403954,0.017033214,3.21,0.13,0.318433667,6,-7.633862844,8.85E-06,Yes,1.77E-05,0.519167695,0.004956919,No,No,Temporal dynamics,No,No,Temporal variation in nutrient limitation ,"Required NDS results to be 30 days apart for independence; recorded first nutrient, temperature, discharge measurement per appropriate month; DIN:SRP",
Wold 1999,Yes,Web of Science 1st Searches,Silver,Minnesota,Northern Forests,Lake Superior ,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,6,21,,0.5,NaNO3,0.05,Na2HPO4,2 reps in 3 different spots,1994,Summer,May,2,Small,,"Cobble, Boulder, Sand, Gravel",Mixed,D,Dfb,,,,,0.13,,,,,,9.8,,,,17.1,9,,,5.1,,11.1,1.89,0.21,0.514392846,6,2.27,0.09,0.220454077,6,-1.663214816,0.063623363,No,0.127246726,0.183203002,0.013917609,2.33,0.08,0.195959179,6,-1.957974302,0.039350191,Yes,0.078700381,0.209291439,0.013524555,3.68,0.11,0.269443872,6,-7.550659275,9.73E-06,Yes,1.95E-05,0.666335923,0.013239169,No,No,Temporal dynamics,No,No,Temporal variation in nutrient limitation ,"Required NDS results to be 30 days apart for independence; recorded first nutrient, temperature, discharge measurement per appropriate month; DIN:SRP",
Wold 1999,Yes,Web of Science 1st Searches,East Split Rock,Minnesota,Northern Forests,Lake Superior ,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,6,21,,0.5,NaNO3,0.05,Na2HPO4,2 reps in 3 different spots,1994,Summer,May,2,Small,,"Cobble, Boulder, Sand, Gravel",Mixed,D,Dfb,,,,,0.15,,,,,,13.9,,,,11.5,12.6,,,3.8,,13.4,2.61,0.12,0.293938769,6,2.85,0.13,0.318433667,6,-1.356560205,0.102377286,No,0.204754571,0.087968773,0.004194526,2.58,0.1,0.244948974,6,0.19205532,0.425771402,No,0.851542805,-0.011560822,0.003616199,4.02,0.15,0.367423461,6,-7.340166815,1.24E-05,Yes,2.48E-05,0.431931681,0.003506178,No,No,Temporal dynamics,No,No,Temporal variation in nutrient limitation ,"Required NDS results to be 30 days apart for independence; recorded first nutrient, temperature, discharge measurement per appropriate month; DIN:SRP",
Wold 1999,Yes,Web of Science 1st Searches,Silver,Minnesota,Northern Forests,Lake Superior ,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,6,21,,0.5,NaNO3,0.05,Na2HPO4,2 reps in 3 different spots,1994,Summer,July,2,Small,,"Cobble, Boulder, Sand, Gravel",Mixed,D,Dfb,,,,,0.03,,,,,,19,,,,16.4,16.4,,,11.7,,5.7,3.39,0.04,0.09797959,6,3.62,0.04,0.09797959,6,-4.06586398,0.001132571,Yes,0.002265143,0.065644104,0.000261322,3.47,0.11,0.269443872,6,-0.683486125,0.254912801,No,0.509825602,0.023324673,0.001144134,3.98,0.07,0.171464282,6,-7.318049335,1.27E-05,Yes,2.55E-05,0.160451898,0.000448562,No,No,Temporal dynamics,No,No,Temporal variation in nutrient limitation ,"Required NDS results to be 30 days apart for independence; recorded first nutrient, temperature, discharge measurement per appropriate month; DIN:SRP",
Wold 1999,Yes,Web of Science 1st Searches,Knife,Minnesota,Northern Forests,Lake Superior ,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,6,21,,0.5,NaNO3,0.05,Na2HPO4,2 reps in 3 different spots,1994,Summer,July,2,Small,,"Cobble, Boulder, Sand, Gravel",Mixed,D,Dfb,,,,,0.41,,,,,,17.9,,,,8,2.9,,,3.1,,4,3.39,0.12,0.293938769,6,3.61,0.05,0.122474487,6,-1.692307693,0.060729679,No,0.121459357,0.062877851,0.001444869,3.71,0.02,0.048989795,6,-2.630383798,0.012572792,Yes,0.025145584,0.090201955,0.001282096,4.32,0.05,0.122474487,6,-7.153846158,1.55E-05,Yes,3.09E-05,0.242425481,0.001386994,No,No,Temporal dynamics,No,No,Temporal variation in nutrient limitation ,"Required NDS results to be 30 days apart for independence; recorded first nutrient, temperature, discharge measurement per appropriate month; DIN:SRP",
Wold 1999,Yes,Web of Science 1st Searches,Stewart,Minnesota,Northern Forests,Lake Superior ,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,6,21,,0.5,NaNO3,0.05,Na2HPO4,2 reps in 3 different spots,1994,Summer,July,2,Small,,"Cobble, Boulder, Sand, Gravel",Mixed,D,Dfb,,,,,0.05,,,,,,18.7,,,,15.4,13.6,,,6.9,,8.7,3.58,0.08,0.195959179,6,3.75,0.17,0.416413256,6,-0.904818703,0.193420641,No,0.386841283,0.04639304,0.002554471,3.83,0.1,0.244948974,6,-1.952172027,0.039730797,Yes,0.079461595,0.067502003,0.001181075,4.53,0.11,0.269443872,6,-6.98453891,1.89E-05,Yes,3.79E-05,0.235359139,0.001089003,No,No,Temporal dynamics,No,No,Temporal variation in nutrient limitation ,"Required NDS results to be 30 days apart for independence; recorded first nutrient, temperature, discharge measurement per appropriate month; DIN:SRP",
Wold 1999,Yes,Web of Science 1st Searches,West Split Rock,Minnesota,Northern Forests,Lake Superior ,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,6,21,,0.5,NaNO3,0.05,Na2HPO4,2 reps in 3 different spots,1994,Summer,August,2,Small,,"Cobble, Boulder, Sand, Gravel",Mixed,D,Dfb,,,,,0.04,,,,,,18.2,,,,1.9,8.6,,,5.3,,5.3,3.44,0.11,0.269443872,6,3.81,0.17,0.416413256,6,-1.827299754,0.048802874,Yes,0.097605748,0.102157718,0.003013405,3.8,0.08,0.195959179,6,-2.64677264,0.012224057,Yes,0.024448114,0.099529595,0.001465725,4.56,0.13,0.318433667,6,-6.57686645,3.13E-05,Yes,6.26E-05,0.281851152,0.001835262,No,No,Temporal dynamics,No,No,Temporal variation in nutrient limitation ,"Required NDS results to be 30 days apart for independence; recorded first nutrient, temperature, discharge measurement per appropriate month; DIN:SRP",
Wold 1999,Yes,Web of Science 1st Searches,Encampment,Minnesota,Northern Forests,Lake Superior ,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,6,21,,0.5,NaNO3,0.05,Na2HPO4,2 reps in 3 different spots,1994,Summer,May,2,Small,,"Cobble, Boulder, Sand, Gravel",Mixed,D,Dfb,,,,,0.21,,,,,,11.1,,,,11.1,5.1,,,3.5,,10.1,2.58,0.2,0.489897949,6,3.01,0.26,0.636867333,6,-1.310878136,0.109601542,No,0.219203085,0.15415068,0.013470541,2.28,0.1,0.244948974,6,1.341640786,0.104691564,No,0.209383128,-0.123613956,0.007932923,4.24,0.19,0.465403051,6,-6.017495297,6.45E-05,Yes,0.000129065,0.49677387,0.008017309,No,No,Temporal dynamics,No,No,Temporal variation in nutrient limitation ,"Required NDS results to be 30 days apart for independence; recorded first nutrient, temperature, discharge measurement per appropriate month; DIN:SRP",
Wold 1999,Yes,Web of Science 1st Searches,East Split Rock,Minnesota,Northern Forests,Lake Superior ,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,6,21,,0.5,NaNO3,0.05,Na2HPO4,2 reps in 3 different spots,1994,Summer,July,2,Small,,"Cobble, Boulder, Sand, Gravel",Mixed,D,Dfb,,,,,0.43,,,,,,18.6,,,,15.3,17.3,,,8.3,,8.7,3.58,0.17,0.416413256,6,3.94,0.07,0.171464282,6,-1.958141857,0.039339251,Yes,0.078678501,0.095817923,0.002570572,4.1,0.09,0.220454077,6,-2.703351275,0.011092686,Yes,0.022185371,0.135624173,0.002736779,4.54,0.03,0.073484692,6,-5.561130689,0.00012017,Yes,0.000240341,0.237564212,0.002298588,No,No,Temporal dynamics,No,No,Temporal variation in nutrient limitation ,"Required NDS results to be 30 days apart for independence; recorded first nutrient, temperature, discharge measurement per appropriate month; DIN:SRP",
Wold 1999,Yes,Web of Science 1st Searches,West Split Rock,Minnesota,Northern Forests,Lake Superior ,,,,,Spectrophotometer,90% Acetone,Yes,Plastic vial,Glass disc,Glass disc,Vial,Vial,Parallel,6,21,,0.5,NaNO3,0.05,Na2HPO4,2 reps in 3 different spots,1994,Summer,May,2,Small,,"Cobble, Boulder, Sand, Gravel",Mixed,D,Dfb,,,,,0.22,,,,,,10.3,,,,9,10,,,3,,8.1,2.59,0.13,0.318433667,6,2.87,0.16,0.391918359,6,-1.358199499,0.102125638,No,0.204251276,0.102654154,0.005627308,2.96,0.07,0.171464282,6,-2.505956205,0.015563776,Yes,0.031127551,0.133531393,0.003078601,3.67,0.16,0.391918359,6,-5.238769497,0.000189735,Yes,0.00037947,0.348533786,0.004420017,No,No,Temporal dynamics,No,No,Temporal variation in nutrient limitation ,"Required NDS results to be 30 days apart for independence; recorded first nutrient, temperature, discharge measurement per appropriate month; DIN:SRP",
